,PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,Title,FamilySize
783,527,1,2,female,50.0,0,0,W./C. 14258,10.5,S,Miss,0
784,118,0,2,male,29.0,1,0,11668,21.0,S,Mrs,1
785,702,1,1,male,35.0,0,0,PC 17475,26.2875,S,Mrs,0
786,510,1,3,male,26.0,0,0,1601,56.4958,S,Mrs,0
787,816,0,1,male,28.0,0,0,112058,0.0,S,Mrs,0
788,248,1,2,female,24.0,0,2,250649,14.5,S,Mrs,2
789,703,0,3,female,18.0,0,1,2691,14.4542,C,Miss,1
790,365,0,3,male,28.0,1,0,370365,15.5,Q,Mrs,1
791,310,1,1,female,30.0,0,0,PC 17485,56.9292,C,Miss,0
792,369,1,3,female,28.0,0,0,14313,7.75,Q,Miss,0
793,474,1,2,female,23.0,0,0,SC/AH Basle 541,13.7917,C,Mrs,0
794,667,0,2,male,25.0,0,0,234686,13.0,S,Mrs,0
795,142,1,3,female,22.0,0,0,347081,7.75,S,Miss,0
796,143,1,3,female,24.0,1,0,STON/O2. 3101279,15.85,S,Mrs,1
797,137,1,1,female,19.0,0,2,11752,26.2833,S,Miss,2
798,332,0,1,male,45.5,0,0,113043,28.5,S,Mrs,0
799,371,1,1,male,25.0,1,0,11765,55.4417,C,Mrs,1
800,749,0,1,male,19.0,1,0,113773,53.1,S,Mrs,1
801,335,1,1,female,28.0,1,0,PC 17611,133.65,S,Mrs,1
802,530,0,2,male,23.0,2,1,29104,11.5,S,Mrs,3
803,621,0,3,male,27.0,1,0,2659,14.4542,C,Mrs,1
804,285,0,1,male,28.0,0,0,113056,26.0,S,Mrs,0
805,781,1,3,female,13.0,0,0,2687,7.2292,C,Miss,0
806,803,1,1,male,11.0,1,2,113760,120.0,S,Master,3
807,851,0,3,male,4.0,4,2,347082,31.275,S,Master,6
808,620,0,2,male,26.0,0,0,31028,10.5,S,Mrs,0
809,126,1,3,male,12.0,1,0,2651,11.2417,C,Master,1
810,573,1,1,male,36.0,0,0,PC 17474,26.3875,S,Mrs,0
811,843,1,1,female,30.0,0,0,113798,31.0,C,Miss,0
812,25,0,3,female,8.0,3,1,349909,21.075,S,Miss,4
813,252,0,3,female,29.0,1,1,347054,10.4625,S,Mrs,2
814,871,0,3,male,26.0,0,0,349248,7.8958,S,Mrs,0
815,424,0,3,female,28.0,1,1,347080,14.4,S,Mrs,2
816,545,0,1,male,50.0,1,0,PC 17761,106.425,C,Mrs,1
817,317,1,2,female,24.0,1,0,244367,26.0,S,Mrs,1
818,692,1,3,female,4.0,0,1,349256,13.4167,C,Miss,1
819,48,1,3,female,28.0,0,0,14311,7.75,Q,Miss,0
820,444,1,2,female,28.0,0,0,230434,13.0,S,Mrs,0
821,327,0,3,male,61.0,0,0,345364,6.2375,S,Mrs,0
822,836,1,1,female,39.0,1,1,PC 17756,83.1583,C,Miss,2
823,261,0,3,male,28.0,0,0,384461,7.75,Q,Mrs,0
824,829,1,3,male,28.0,0,0,367228,7.75,Q,Mrs,0
825,232,0,3,male,29.0,0,0,347067,7.775,S,Mrs,0
826,426,0,3,male,28.0,0,0,A/4. 34244,7.25,S,Mrs,0
827,432,1,3,female,28.0,1,0,376564,16.1,S,Mrs,1
828,263,0,1,male,52.0,1,1,110413,79.65,S,Mrs,2
829,407,0,3,male,51.0,0,0,347064,7.75,S,Mrs,0
830,234,1,3,female,5.0,4,2,347077,31.3875,S,Miss,6
831,594,0,3,female,28.0,0,2,364848,7.75,Q,Miss,2
832,436,1,1,female,14.0,1,2,113760,120.0,S,Miss,3
833,696,0,2,male,52.0,0,0,248731,13.5,S,Mrs,0
834,345,0,2,male,36.0,0,0,229236,13.0,S,Mrs,0
835,388,1,2,female,36.0,0,0,27849,13.0,S,Miss,0
836,753,0,3,male,33.0,0,0,345780,9.5,S,Mrs,0
837,132,0,3,male,20.0,0,0,SOTON/O.Q. 3101307,7.05,S,Mrs,0
838,178,0,1,female,50.0,0,0,PC 17595,28.7125,C,Miss,0
839,337,0,1,male,29.0,1,0,113776,66.6,S,Mrs,1
840,247,0,3,female,25.0,0,0,347071,7.775,S,Miss,0
841,513,1,1,male,36.0,0,0,PC 17473,26.2875,S,Mrs,0
842,113,0,3,male,22.0,0,0,324669,8.05,S,Mrs,0
843,16,1,2,female,55.0,0,0,248706,16.0,S,Mrs,0
844,193,1,3,female,19.0,1,0,350046,7.8542,S,Miss,1
845,297,0,3,male,23.5,0,0,2693,7.2292,C,Mrs,0
846,834,0,3,male,23.0,0,0,347468,7.8542,S,Mrs,0
847,888,1,1,female,19.0,0,0,112053,30.0,S,Miss,0
848,822,1,3,male,27.0,0,0,315098,8.6625,S,Mrs,0
849,92,0,3,male,20.0,0,0,347466,7.8542,S,Mrs,0
850,236,0,3,female,28.0,0,0,W./C. 6609,7.55,S,Miss,0
851,757,0,3,male,28.0,0,0,350042,7.7958,S,Mrs,0
852,673,0,2,male,70.0,0,0,C.A. 24580,10.5,S,Mrs,0
853,585,0,3,male,28.0,0,0,3411,8.7125,C,Mrs,0
854,1,0,3,male,22.0,1,0,A/5 21171,7.25,S,Mrs,1
855,264,0,1,male,40.0,0,0,112059,0.0,S,Mrs,0
856,184,1,2,male,1.0,2,1,230136,39.0,S,Master,3
857,514,1,1,female,54.0,1,0,PC 17603,59.4,C,Mrs,1
858,304,1,2,female,28.0,0,0,226593,12.35,Q,Miss,0
859,552,0,2,male,27.0,0,0,244358,26.0,S,Mrs,0
860,206,0,3,female,2.0,0,1,347054,10.4625,S,Miss,1
861,868,0,1,male,31.0,0,0,PC 17590,50.4958,S,Mrs,0
862,619,1,2,female,4.0,2,1,230136,39.0,S,Miss,3
863,858,1,1,male,51.0,0,0,113055,26.55,S,Mrs,0
864,179,0,2,male,30.0,0,0,250653,13.0,S,Mrs,0
865,196,1,1,female,58.0,0,0,PC 17569,146.5208,C,Miss,0
866,558,0,1,male,28.0,0,0,PC 17757,227.525,C,Mrs,0
867,737,0,3,female,48.0,1,3,W./C. 6608,34.375,S,Mrs,4
868,602,0,3,male,28.0,0,0,349214,7.8958,S,Mrs,0
869,46,0,3,male,28.0,0,0,S.C./A.4. 23567,8.05,S,Mrs,0
870,520,0,3,male,32.0,0,0,349242,7.8958,S,Mrs,0
871,812,0,3,male,39.0,0,0,A/4 48871,24.15,S,Mrs,0
872,786,0,3,male,25.0,0,0,374887,7.25,S,Mrs,0
873,43,0,3,male,28.0,0,0,349253,7.8958,C,Mrs,0
874,60,0,3,male,11.0,5,2,CA 2144,46.9,S,Master,7
875,463,0,1,male,47.0,0,0,111320,38.5,S,Mrs,0
876,375,0,3,female,3.0,3,1,349909,21.075,S,Miss,4
877,271,0,1,male,28.0,0,0,113798,31.0,S,Mrs,0
878,787,1,3,female,18.0,0,0,3101265,7.4958,S,Miss,0
879,275,1,3,female,28.0,0,0,370375,7.75,Q,Miss,0
880,360,1,3,female,28.0,0,0,330980,7.8792,Q,Miss,0
881,699,0,1,male,49.0,1,1,17421,110.8833,C,Mrs,2
882,775,1,2,female,54.0,1,3,29105,23.0,S,Mrs,4
883,809,0,2,male,39.0,0,0,248723,13.0,S,Mrs,0
884,278,0,2,male,28.0,0,0,239853,0.0,S,Mrs,0
885,150,0,2,male,42.0,0,0,244310,13.0,S,Officer,0
886,10,1,2,female,14.0,1,0,237736,30.0708,C,Mrs,1
887,61,0,3,male,22.0,0,0,2669,7.2292,C,Mrs,0
888,535,0,3,female,30.0,0,0,315084,8.6625,S,Miss,0
889,102,0,3,male,28.0,0,0,349215,7.8958,S,Mrs,0
890,428,1,2,female,19.0,0,0,250655,26.0,S,Miss,0
