,Unnamed: 0,PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,Title,FamilySize
798,798,332,0,1,1,45.5,0,0,113043,28.5,S,1,0
799,799,371,1,1,1,25.0,1,0,11765,55.4417,C,1,1
800,800,749,0,1,1,19.0,1,0,113773,53.1,S,1,1
801,801,335,1,1,0,28.0,1,0,PC 17611,133.65,S,1,1
802,802,530,0,2,1,23.0,2,1,29104,11.5,S,1,3
803,803,621,0,3,1,27.0,1,0,2659,14.4542,C,1,1
804,804,285,0,1,1,28.0,0,0,113056,26.0,S,1,0
805,805,781,1,3,0,13.0,0,0,2687,7.2292,C,0,0
806,806,803,1,1,1,11.0,1,2,113760,120.0,S,4,3
807,807,851,0,3,1,4.0,4,2,347082,31.275,S,4,6
808,808,620,0,2,1,26.0,0,0,31028,10.5,S,1,0
809,809,126,1,3,1,12.0,1,0,2651,11.2417,C,4,1
810,810,573,1,1,1,36.0,0,0,PC 17474,26.3875,S,1,0
811,811,843,1,1,0,30.0,0,0,113798,31.0,C,0,0
812,812,25,0,3,0,8.0,3,1,349909,21.075,S,0,4
813,813,252,0,3,0,29.0,1,1,347054,10.4625,S,1,2
814,814,871,0,3,1,26.0,0,0,349248,7.8958,S,1,0
815,815,424,0,3,0,28.0,1,1,347080,14.4,S,1,2
816,816,545,0,1,1,50.0,1,0,PC 17761,106.425,C,1,1
817,817,317,1,2,0,24.0,1,0,244367,26.0,S,1,1
818,818,692,1,3,0,4.0,0,1,349256,13.4167,C,0,1
819,819,48,1,3,0,28.0,0,0,14311,7.75,Q,0,0
820,820,444,1,2,0,28.0,0,0,230434,13.0,S,1,0
821,821,327,0,3,1,61.0,0,0,345364,6.2375,S,1,0
822,822,836,1,1,0,39.0,1,1,PC 17756,83.1583,C,0,2
823,823,261,0,3,1,28.0,0,0,384461,7.75,Q,1,0
824,824,829,1,3,1,28.0,0,0,367228,7.75,Q,1,0
825,825,232,0,3,1,29.0,0,0,347067,7.775,S,1,0
826,826,426,0,3,1,28.0,0,0,A/4. 34244,7.25,S,1,0
827,827,432,1,3,0,28.0,1,0,376564,16.1,S,1,1
828,828,263,0,1,1,52.0,1,1,110413,79.65,S,1,2
829,829,407,0,3,1,51.0,0,0,347064,7.75,S,1,0
830,830,234,1,3,0,5.0,4,2,347077,31.3875,S,0,6
831,831,594,0,3,0,28.0,0,2,364848,7.75,Q,0,2
832,832,436,1,1,0,14.0,1,2,113760,120.0,S,0,3
833,833,696,0,2,1,52.0,0,0,248731,13.5,S,1,0
834,834,345,0,2,1,36.0,0,0,229236,13.0,S,1,0
835,835,388,1,2,0,36.0,0,0,27849,13.0,S,0,0
836,836,753,0,3,1,33.0,0,0,345780,9.5,S,1,0
837,837,132,0,3,1,20.0,0,0,SOTON/O.Q. 3101307,7.05,S,1,0
838,838,178,0,1,0,50.0,0,0,PC 17595,28.7125,C,0,0
839,839,337,0,1,1,29.0,1,0,113776,66.6,S,1,1
840,840,247,0,3,0,25.0,0,0,347071,7.775,S,0,0
841,841,513,1,1,1,36.0,0,0,PC 17473,26.2875,S,1,0
842,842,113,0,3,1,22.0,0,0,324669,8.05,S,1,0
843,843,16,1,2,0,55.0,0,0,248706,16.0,S,1,0
844,844,193,1,3,0,19.0,1,0,350046,7.8542,S,0,1
845,845,297,0,3,1,23.5,0,0,2693,7.2292,C,1,0
846,846,834,0,3,1,23.0,0,0,347468,7.8542,S,1,0
847,847,888,1,1,0,19.0,0,0,112053,30.0,S,0,0
848,848,822,1,3,1,27.0,0,0,315098,8.6625,S,1,0
849,849,92,0,3,1,20.0,0,0,347466,7.8542,S,1,0
850,850,236,0,3,0,28.0,0,0,W./C. 6609,7.55,S,0,0
851,851,757,0,3,1,28.0,0,0,350042,7.7958,S,1,0
852,852,673,0,2,1,70.0,0,0,C.A. 24580,10.5,S,1,0
853,853,585,0,3,1,28.0,0,0,3411,8.7125,C,1,0
854,854,1,0,3,1,22.0,1,0,A/5 21171,7.25,S,1,1
855,855,264,0,1,1,40.0,0,0,112059,0.0,S,1,0
856,856,184,1,2,1,1.0,2,1,230136,39.0,S,4,3
857,857,514,1,1,0,54.0,1,0,PC 17603,59.4,C,1,1
858,858,304,1,2,0,28.0,0,0,226593,12.35,Q,0,0
859,859,552,0,2,1,27.0,0,0,244358,26.0,S,1,0
860,860,206,0,3,0,2.0,0,1,347054,10.4625,S,0,1
861,861,868,0,1,1,31.0,0,0,PC 17590,50.4958,S,1,0
862,862,619,1,2,0,4.0,2,1,230136,39.0,S,0,3
863,863,858,1,1,1,51.0,0,0,113055,26.55,S,1,0
864,864,179,0,2,1,30.0,0,0,250653,13.0,S,1,0
865,865,196,1,1,0,58.0,0,0,PC 17569,146.5208,C,0,0
866,866,558,0,1,1,28.0,0,0,PC 17757,227.525,C,1,0
867,867,737,0,3,0,48.0,1,3,W./C. 6608,34.375,S,1,4
868,868,602,0,3,1,28.0,0,0,349214,7.8958,S,1,0
869,869,46,0,3,1,28.0,0,0,S.C./A.4. 23567,8.05,S,1,0
870,870,520,0,3,1,32.0,0,0,349242,7.8958,S,1,0
871,871,812,0,3,1,39.0,0,0,A/4 48871,24.15,S,1,0
872,872,786,0,3,1,25.0,0,0,374887,7.25,S,1,0
873,873,43,0,3,1,28.0,0,0,349253,7.8958,C,1,0
874,874,60,0,3,1,11.0,5,2,CA 2144,46.9,S,4,7
875,875,463,0,1,1,47.0,0,0,111320,38.5,S,1,0
876,876,375,0,3,0,3.0,3,1,349909,21.075,S,0,4
877,877,271,0,1,1,28.0,0,0,113798,31.0,S,1,0
878,878,787,1,3,0,18.0,0,0,3101265,7.4958,S,0,0
879,879,275,1,3,0,28.0,0,0,370375,7.75,Q,0,0
880,880,360,1,3,0,28.0,0,0,330980,7.8792,Q,0,0
881,881,699,0,1,1,49.0,1,1,17421,110.8833,C,1,2
882,882,775,1,2,0,54.0,1,3,29105,23.0,S,1,4
883,883,809,0,2,1,39.0,0,0,248723,13.0,S,1,0
884,884,278,0,2,1,28.0,0,0,239853,0.0,S,1,0
885,885,150,0,2,1,42.0,0,0,244310,13.0,S,2,0
886,886,10,1,2,0,14.0,1,0,237736,30.0708,C,1,1
887,887,61,0,3,1,22.0,0,0,2669,7.2292,C,1,0
888,888,535,0,3,0,30.0,0,0,315084,8.6625,S,0,0
889,889,102,0,3,1,28.0,0,0,349215,7.8958,S,1,0
890,890,428,1,2,0,19.0,0,0,250655,26.0,S,0,0
